index,country,year,"Birth rate, crude (per 1,000 people)",doing business score,government  consumption exp (% of GDP),Population living in slums (% of urban population),Unemployment intermediate education
1006,Mexico,2018,16.465,72.3064,11.25629677,17.6,3.995
1007,Mexico,2019,15.71,72.35556,11.1079031,17.6,4.094
1008,Mexico,2020,15.565,72.35556,12.19683028,17.6,5.27
1009,Mexico,2021,14.857,72.35556,11.40473355,17.6,5.048
1010,Mexico,2022,14.636,72.35556,11.09237877,17.6,4.021
1011,Mexico,2023,14.636,72.35556,11.13722504,17.6,3.342
1012,Moldova,2015,14.899,71.39344,13.69943471,0,1.571
1013,Moldova,2016,14.761,72.5204,14.37699286,6.5,1.509
1014,Moldova,2017,13.805,72.72602,14.75557079,6.5,1.653
1015,Moldova,2018,13.443,73.12546,14.28116232,6.5,1.175
1016,Moldova,2019,12.894,74.39091,15.21102073,6.5,1.457
1017,Moldova,2020,12.481,74.39091,17.19420443,6.5,1.246
1018,Moldova,2021,12.432,74.39091,16.76227392,6.5,0.809
1019,Moldova,2022,12.148,74.39091,17.542723,6.5,0.885
1020,Moldova,2023,12.148,74.39091,18.05501171,6.5,1.546
1021,Monaco,2015,8.1,0,0,0,0
1022,Monaco,2016,7.8,0,0,0,6.46
1023,Monaco,2017,7.8,0,0,0,6.46
1024,Monaco,2019,5.9,0,0,0,6.46
1025,Monaco,2020,5.9,0,0,0,6.46
1026,Monaco,2021,5.9,0,0,0,6.46
1027,Monaco,2023,5.9,0,0,0,6.46
1028,Mongolia,2015,26.352,65.29449,14.87177395,0,5.012
1029,Mongolia,2016,25.365,66.1351,15.95529534,25.82377,8.347
1030,Mongolia,2017,24.222,67.40642,13.92886635,25.82377,7.14
1031,Mongolia,2018,23.836,67.67673,12.69298481,21.85123,6.204
1032,Mongolia,2019,23.292,67.77262,13.10796486,21.85123,11.595
1033,Mongolia,2020,22.405,67.77262,15.81024341,17.87869,8.3
1034,Mongolia,2021,21.413,67.77262,14.91273652,17.87869,9.221
1035,Mongolia,2022,20.447,67.77262,13.91869838,17.87869,6.597
1036,Mongolia,2023,20.447,67.77262,13.00638528,17.87869,6.564
1037,Montenegro,2015,11.9,70.60633,19.19588717,0,19.257
1038,Montenegro,2016,12.2,71.22233,19.61172532,11.2,19.523
1039,Montenegro,2017,11.9,73.84108,18.42626732,11.2,17.515
1040,Montenegro,2018,11.7,73.70804,18.50445945,10,16.633
1041,Montenegro,2019,11.6,73.81891,17.79790685,10,15.372
1042,Montenegro,2020,11.4,73.81891,22.60169684,8.8,18.05
1043,Montenegro,2021,11.4,73.81891,19.70936705,8.8,18.05
1044,Montenegro,2022,11.4,73.81891,17.85583703,8.8,18.05
1045,Montenegro,2023,11.4,73.81891,17.90380427,8.8,18.05
1046,Morocco,2015,20.307,67.39799,18.15643728,0,0
1047,Morocco,2016,19.483,69.23623,18.36172571,10.85088,0
1048,Morocco,2017,19.298,69.21146,17.98197398,10.85088,0
1049,Morocco,2018,18.813,71.67294,17.99576151,10.85088,0
1050,Morocco,2019,18.337,73.38133,18.17893657,10.85088,0
1051,Morocco,2020,17.889,73.38133,19.40498596,10.85088,0
1052,Morocco,2021,17.545,73.38133,18.97383835,10.85088,25.96
1053,Morocco,2022,17.161,73.38133,19.0589963,10.85088,24.96
1054,Morocco,2023,17.161,73.38133,18.10623238,10.85088,24.96
1055,Mozambique,2015,38.797,52.81247,25.51470977,0,16.43
1056,Mozambique,2016,38.437,52.06337,26.07446144,61.98622,16.43
1057,Mozambique,2017,38.127,52.78803,24.56476545,61.98622,16.43
1058,Mozambique,2018,37.753,54.56326,21.72714089,58.47257,16.43
1059,Mozambique,2019,37.345,54.9955,22.57519692,58.47257,16.43
1060,Mozambique,2020,36.974,54.9955,20.6358423,54.95891,16.43
1061,Mozambique,2021,36.598,54.9955,18.7299196,54.95891,16.43
1062,Mozambique,2022,36.121,54.9955,16.4981779,54.95891,24.241
1063,Mozambique,2023,36.121,54.9955,17.18458553,54.95891,24.241
1064,Myanmar,2015,18.402,42.12121,0,0,2.541
1065,Myanmar,2016,18.33,42.67139,0,55.07197,2.541
1066,Myanmar,2017,18.129,42.97482,0,55.07197,2.846
1067,Myanmar,2018,17.869,43.4838,0,58.28105,1.784
1068,Myanmar,2019,17.663,46.82775,0,58.28105,0.119
1069,Myanmar,2020,17.363,46.82775,0,58.28105,0.438
1070,Myanmar,2021,17.103,46.82775,0,58.28105,0.438
1071,Myanmar,2022,16.833,46.82775,0,58.28105,0.438
1072,Myanmar,2023,16.833,46.82775,0,58.28105,0.438
1073,Nauru,2022,26.785,0,0,0,4.582
1074,Nepal,2015,22.05,59.70833,8.811996996,0,0
1075,Nepal,2016,21.764,58.02771,7.926018483,43.17421,0
1076,Nepal,2017,21.376,59.98159,8.518538323,43.17421,14.464
1077,Nepal,2018,21.026,59.65408,8.061536277,40.2822,14.464
1078,Nepal,2019,20.868,63.1866,8.117095211,40.2822,14.464
1079,Nepal,2020,20.64,63.1866,9.067732071,40.2822,14.464
1080,Nepal,2021,20.402,63.1866,8.25401087,40.2822,14.464
1081,Nepal,2022,20.165,63.1866,8.412561307,40.2822,14.464
1082,Nepal,2023,20.165,63.1866,6.647729214,40.2822,14.464
1083,Netherlands,2015,10.1,75.5221,24.65105303,0,7.207
1084,Netherlands,2016,10.1,75.57281,24.27771028,0,5.977
1085,Netherlands,2017,9.9,76.08463,23.90469075,0,4.724
1086,Netherlands,2018,9.8,76.09693,23.95750902,0,3.559
1087,Netherlands,2019,9.8,76.10376,24.11930096,0,3.147
1088,Netherlands,2020,9.7,76.10376,25.41927803,0,3.792
1089,Netherlands,2021,10.2,76.10376,25.15158993,0,3.937
1090,Netherlands,2022,9.5,76.10376,24.19955324,0,3.348
1091,Netherlands,2023,9.5,76.10376,24.503114,0,3.216
1092,New Caledonia,2021,14.5,0,23.51398177,0,0
1093,New Caledonia,2023,14.1,0,23.51398177,0,11.889
1094,New Zealand,2015,13.23,87.13471,18.4943441,0,5.84
1095,New Zealand,2016,12.6,87.16633,18.14252074,0,5.51
1096,New Zealand,2017,12.38,87.02213,17.91974519,0,5.19
1097,New Zealand,2018,11.84,87.00452,18.23348238,0,4.64
1098,New Zealand,2019,11.96,86.76465,18.86620754,0,4.5
1099,New Zealand,2020,11.32,86.76465,20.46909681,0,4.93
1100,New Zealand,2021,11.48,86.76465,21.0983207,0,4.93
1101,New Zealand,2022,11.49,86.76465,21.10940937,0,4.93
1102,New Zealand,2023,11.49,86.76465,21.10940937,0,4.93
1103,Nicaragua,2015,22.797,54.11838,14.05234867,0,0
1104,Nicaragua,2016,22.459,54.24718,14.46112013,0,0
1105,Nicaragua,2017,22.09,54.17112,14.41054359,0,0
1106,Nicaragua,2018,21.704,54.53967,14.80262197,0,0
1107,Nicaragua,2019,21.305,54.38673,15.21323589,0,0
1108,Nicaragua,2020,20.903,54.38673,15.17409394,0,0
1109,Nicaragua,2021,20.507,54.38673,15.39397058,0,0
1110,Nicaragua,2022,20.018,54.38673,13.73454619,0,0
1111,Nicaragua,2023,20.018,54.38673,12.16373873,0,0
1112,Niger,2015,46.558,46.32429,16.49756097,0,0
1113,Niger,2016,46.52,49.32578,15.26999765,70.44397,0
1114,Niger,2017,46.351,51.17303,15.46192533,70.44397,7.829
1115,Niger,2018,46.127,52.3119,15.17489249,70.44397,7.829
1116,Niger,2019,45.859,56.75932,15.65510489,70.44397,4.537
1117,Niger,2020,45.588,56.75932,15.76215496,70.44397,4.537
1118,Niger,2021,45.293,56.75932,17.33853208,70.44397,4.537
1119,Niger,2022,45.029,56.75932,17.33853208,70.44397,4.957
1120,Niger,2023,45.029,56.75932,17.33853208,70.44397,4.957
1121,Nigeria,2015,39.51,48.37466,0,0,0
1122,Nigeria,2016,39.128,48.47451,0,54.00711,13.478
1123,Nigeria,2017,38.689,52.02699,0,54.00711,13.478
1124,Nigeria,2018,38.248,53.40471,0,51.49458,13.478
1125,Nigeria,2019,37.849,56.87589,0,51.49458,14.089
1126,Nigeria,2020,37.467,56.87589,0,48.98206,14.089
1127,Nigeria,2021,37.117,56.87589,0,48.98206,14.089
1128,Nigeria,2022,36.611,56.87589,0,48.98206,4.343
1129,Nigeria,2023,36.611,56.87589,0,48.98206,3.286
1130,North Macedonia,2015,11.1,77.91775,16.97635226,0,26.915
1131,North Macedonia,2016,11.09872665,80.5866,15.43002211,0,24.206
1132,North Macedonia,2017,10.5,80.33318,14.92074175,0,22.891
1133,North Macedonia,2018,10.3,80.65175,14.28372559,0,21.433
1134,North Macedonia,2019,9.6,80.74807,13.99745627,0,16.719
1135,North Macedonia,2020,9.2,80.74807,16.73873416,0,16.293
1136,North Macedonia,2021,10.2,80.74807,15.83066578,0,15.661
1137,North Macedonia,2022,9.9,80.74807,15.02210557,0,15.062
1138,North Macedonia,2023,9.9,80.74807,14.92435061,0,13.433
1139,Northern Mariana Islands,2021,13.2,0,0,0,0
1140,Norway,2015,11.3,81.83183,23.09785083,0,3.843
1141,Norway,2016,11.3,82.35614,24.21882296,0,3.81
1142,Norway,2017,10.7,82.65956,23.80576226,0,3.909
1143,Norway,2018,10.4,82.91579,23.11293942,0,3.347
1144,Norway,2019,10.2,82.62729,24.10350807,0,3.283
1145,Norway,2020,9.8,82.62729,26.13405747,0,4.465
1146,Norway,2021,10.4,82.62729,22.44934066,0,3.37
1147,Norway,2022,9.4,82.62729,18.174833,0,2.518
1148,Norway,2023,9.4,82.62729,21.94052472,0,2.528
1149,Oman,2015,21.316,66.34092,24.63827017,0,0
1150,Oman,2016,20.803,68.05891,26.12490047,0,4.03
1151,Oman,2017,20.282,68.57321,24.52829582,0,4.03
1152,Oman,2018,19.816,68.84249,21.55866303,0,4.03
1153,Oman,2019,19.298,69.98474,23.10850163,0,4.03
1154,Oman,2020,18.791,69.98474,26.06587819,0,4.03
1155,Oman,2021,18.419,69.98474,22.14200619,0,3.18
1156,Oman,2022,17.706,69.98474,17.89468059,0,3.18
1157,Oman,2023,17.706,69.98474,17.89468059,0,3.18
1158,Pakistan,2015,29.699,50.36994,9.78896258,0,6.124
1159,Pakistan,2016,29.306,52.474,10.60895585,59.0233,3.504
1160,Pakistan,2017,28.963,53.01708,10.75374079,59.0233,3.504
1161,Pakistan,2018,28.594,55.45628,10.99362564,57.49851,5.609
1162,Pakistan,2019,28.276,60.95491,10.74975317,57.49851,6.699
1163,Pakistan,2020,27.967,60.95491,11.78880055,55.97371,6.699
1164,Pakistan,2021,27.519,60.95491,10.92956768,55.97371,9.665
1165,Pakistan,2022,27.233,60.95491,10.49188522,55.97371,9.665
1166,Pakistan,2023,27.233,60.95491,10.30674826,55.97371,9.665
1167,Palau,2018,14,53.66252,32.77564334,0,0
1168,Palau,2019,11.2,53.69982,33.77721225,0,0
1169,Palau,2022,8.8,53.69982,36.34192021,0,0.826
1170,Palau,2023,8.8,53.69982,36.34192021,0,0.826
1171,Panama,2015,20.111,64.72621,9.860272771,0,6.07
1172,Panama,2016,19.701,64.72195,10.51224804,16.3,6.463
1173,Panama,2017,19.317,66.46234,10.90105261,16.3,7.64
1174,Panama,2018,18.814,66.86797,10.97970477,16.3,7.366
1175,Panama,2019,18.228,66.56045,11.12484455,16.3,8.32
1176,Panama,2020,17.919,66.56045,14.73763025,16.3,23.906
1177,Panama,2021,17.692,66.56045,13.74370861,16.3,12.935
1178,Panama,2022,17.4,66.56045,12.79287898,16.3,11.259
1179,Panama,2023,17.4,66.56045,12.18781625,16.3,9.485
1180,Papua New Guinea,2015,28.178,55.96186,0,0,0
1181,Papua New Guinea,2016,27.703,59.33379,0,0,0
1182,Papua New Guinea,2017,27.216,59.39568,0,0,0
1183,Papua New Guinea,2018,26.834,59.37055,0,0,0
1184,Papua New Guinea,2021,25.514,59.77357,0,0,0
1185,Papua New Guinea,2022,25.112,59.77357,0,0,5.351
1186,Papua New Guinea,2023,25.112,59.77357,0,0,5.351
1187,Paraguay,2015,22.428,58.05094,11.80317505,0,6.127
1188,Paraguay,2016,22.263,57.97708,11.36299067,18.05,7.509
1189,Paraguay,2017,21.962,58.036,11.10767878,18.05,5.928
1190,Paraguay,2018,21.664,58.45116,11.5202343,15.05286,5.928
1191,Paraguay,2019,21.281,59.05401,11.94626871,15.05286,5.928
1192,Paraguay,2020,20.946,59.05401,12.64447284,15.1,5.928
1193,Paraguay,2021,20.627,59.05401,12.01363169,15.1,5.928
1194,Paraguay,2022,20.328,59.05401,11.85912696,15.1,5.928
1195,Paraguay,2023,20.328,59.05401,12.01834975,15.1,5.928
1196,Peru,2015,18.808,67.22451,12.96557338,0,4.284
1197,Peru,2016,18.5,67.5175,13.1636888,0,4.947
1198,Peru,2017,18.269,67.76048,13.2122752,0,4.815
1199,Peru,2018,18.092,68.27159,13.07744249,0,4.673
1200,Peru,2019,18.042,68.69658,13.24437259,0,4.372
1201,Peru,2020,17.833,68.69658,15.81810304,0,9.313
1202,Peru,2021,17.622,68.69658,13.74826385,0,6.372
1203,Peru,2022,17.376,68.69658,13.37195833,0,5.182
1204,Peru,2023,17.376,68.69658,13.67366698,0,5.888
1205,Philippines,2015,23.252,58.23012,10.91164166,0,10.28
1206,Philippines,2016,22.836,59.25872,11.2579676,38.7248,9.03
1207,Philippines,2017,22.664,59.33172,11.32336631,38.7248,3.154
1208,Philippines,2018,22.445,60.87374,12.04278365,37.3187,3.154
1209,Philippines,2019,22.254,62.82943,12.46775443,37.3187,3.154
1210,Philippines,2020,22.039,62.82943,15.26145459,36.61565,3.154
1211,Philippines,2021,21.813,62.82943,15.57919471,36.61565,6.275
1212,Philippines,2022,21.618,62.82943,15.04367422,36.61565,4.792
1213,Philippines,2023,21.618,62.82943,14.24917813,36.61565,4.792
1214,Poland,2015,9.7,76.93009,17.90503127,0,7.394
1215,Poland,2016,10.1,77.68044,17.8215503,0,5.929
1216,Poland,2017,10.6,77.85723,17.56684074,0,4.714
1217,Poland,2018,10.2,76.93317,17.46965315,0,3.784
1218,Poland,2019,9.9,76.38122,17.81830817,0,3.214
1219,Poland,2020,9.4,76.38122,18.83716216,0,3.125
1220,Poland,2021,8.8,76.38122,18.52315107,0,3.82
1221,Poland,2022,8.3,76.38122,18.11912863,0,3.302
1222,Poland,2023,8.3,76.38122,18.99321204,0,3.252
1223,Portugal,2015,8.3,76.36078,17.88256958,0,13.941
1224,Portugal,2016,8.4,76.66433,17.5981689,0,12.25
1225,Portugal,2017,8.4,76.50889,17.22324424,0,9.916
1226,Portugal,2018,8.5,76.44344,16.99257122,0,8.234
1227,Portugal,2019,8.4,76.46616,16.98814389,0,7.222
1228,Portugal,2020,8.2,76.46616,18.92242906,0,8.383
1229,Portugal,2021,7.7,76.46616,18.65580966,0,8.138
1230,Portugal,2022,8,76.46616,17.44722609,0,6.637
1231,Portugal,2023,8,76.46616,16.87684527,0,7.523
1232,Puerto Rico,2022,5.9,70.06962,7.024739537,0,0
1233,Qatar,2015,10.328,66.49467,20.22727947,0,0.24
1234,Qatar,2016,10.087,65.41549,19.5437309,0,0.19
1235,Qatar,2017,10.228,66.02767,17.61143004,0,0.18
1236,Qatar,2018,10.598,66.70677,16.28098884,0,0.18
1237,Qatar,2019,10.743,68.66573,18.46358929,0,0.12
1238,Qatar,2020,10.895,68.66573,21.95535214,0,0.2
1239,Qatar,2021,9.816,68.66573,16.64894479,0,0.19
1240,Qatar,2022,9.091,68.66573,12.87673821,0,0.19
1241,Qatar,2023,9.091,68.66573,12.87673821,0,0.19
1242,Romania,2015,10.2,72.72233,13.94139291,0,7.223
1243,Romania,2016,10.4,72.85135,15.30894098,0,6.222
1244,Romania,2017,10.8,73.04132,15.69755358,0,5.147
1245,Romania,2018,10.4,72.51292,16.78121935,0,4.34
1246,Romania,2019,10.3,73.3332,17.56188844,0,3.979
1247,Romania,2020,10.3,73.3332,18.90679146,0,5.104
1248,Romania,2021,10.1,73.3332,17.8253216,0,5.113
1249,Romania,2022,9.6,73.3332,16.73578754,0,5.206
1250,Romania,2023,9.6,73.3332,17.13875008,0,4.872
1251,Russian Federation,2015,13.3,74.09598,17.76538922,0,5.129
1252,Russian Federation,2016,12.9,75.25999,18.46591938,0,5.035
1253,Russian Federation,2017,11.5,76.54336,18.21680865,0,4.717
1254,Russian Federation,2018,10.9,77.40044,17.71037832,0,4.259
1255,Russian Federation,2019,10.1,78.16284,18.10136641,0,3.974
1256,Russian Federation,2020,9.8,78.16284,19.97100079,0,4.984
1257,Russian Federation,2021,9.6,78.16284,17.11891786,0,4.155
1258,Russian Federation,2022,8.9,78.16284,17.17706823,0,4.174
1259,Russian Federation,2023,8.9,78.16284,18.47308268,0,3.407
1260,Rwanda,2015,31.833,67.05448,13.84978799,0,0
1261,Rwanda,2016,31.659,68.97118,15.06789951,43.57101,0
1262,Rwanda,2017,31.399,71.07347,15.00748324,43.57101,21.783
1263,Rwanda,2018,31.158,75.37431,14.74766018,40.08982,20.618
1264,Rwanda,2019,30.776,76.48282,15.81655879,40.08982,20.471
1265,Rwanda,2020,30.309,76.48282,16.38345388,38.34923,20.025
1266,Rwanda,2021,29.976,76.48282,16.9578848,38.34923,23.288
1267,Rwanda,2022,29.474,76.48282,17.03281782,38.34923,26.538
1268,Rwanda,2023,29.474,76.48282,16.55205961,38.34923,19.222
1269,Samoa,2015,29.4,60.21082,15.19436205,0,0
1270,San Marino,2017,6.7,61.8841,19.86710885,0,8.33
1271,San Marino,2020,6.4,64.19133,21.61980928,0,8.33
1272,San Marino,2021,6.2,64.19133,18.4723389,0,8.33
1273,Sao Tome and Principe,2022,27.974,44.9711,0,52.6,7.191
1274,Sao Tome and Principe,2023,27.974,44.9711,0,52.6,7.191
1275,Saudi Arabia,2015,19.524,59.16318,29.32163504,0,0
1276,Saudi Arabia,2016,18.972,59.44422,25.01029029,0,0
1277,Saudi Arabia,2017,18.903,62.08336,23.53315456,0,7.019
1278,Saudi Arabia,2018,18.703,63.84761,23.60057946,0,6.698
1279,Saudi Arabia,2019,18.451,70.87175,23.40408279,0,6.059
1280,Saudi Arabia,2020,18.238,70.87175,27.95820763,0,8.077
1281,Saudi Arabia,2021,17.473,70.87175,23.80438579,0,7.107
1282,Saudi Arabia,2022,16.919,70.87175,20.82961784,0,5.482
1283,Saudi Arabia,2023,16.919,70.87175,23.33098369,0,4.532
1284,Senegal,2015,35.357,49.55865,14.29927726,0,11.197
1285,Senegal,2016,34.673,50.27484,14.03128101,38.71484,9.597
1286,Senegal,2017,34.224,54.01704,13.63397157,38.71484,10.647
1287,Senegal,2018,33.955,54.37982,13.78463079,35.15984,10.647
1288,Senegal,2019,33.47,59.275,14.00764797,35.15984,5.929
1289,Senegal,2020,33.034,59.275,14.28023956,31.60484,5.929
1290,Senegal,2021,32.573,59.275,15.16247269,31.60484,5.929
1291,Senegal,2022,32.067,59.275,14.90575936,31.60484,6.398
1292,Senegal,2023,32.067,59.275,13.77278862,31.60484,6.398
1293,Serbia,2015,9.3,69.96245,18.25775335,0,19.419
1294,Serbia,2016,9.2,73.27635,17.48769633,0,16.687
1295,Serbia,2017,9.2,73.75306,17.51313156,0,14.736
1296,Serbia,2018,9.2,73.92341,17.99564137,0,13.709
1297,Serbia,2019,9.3,75.65345,18.36521441,0,11.234
1298,Serbia,2020,8.9,75.65345,19.38370211,0,9.576
1299,Serbia,2021,9.1,75.65345,18.76484027,0,10.522
1300,Serbia,2022,9.3,75.65345,18.35613763,0,9.398
1301,Serbia,2023,9.3,75.65345,17.12705968,0,8.883
1302,Seychelles,2015,17,58.95821,22.29028621,0,4.768
1303,Seychelles,2016,17.4,60.50169,22.36441103,0,5.143
1304,Seychelles,2017,17.2,61.51062,21.5958432,0,4.385
1305,Seychelles,2018,17.1,61.50211,22.88954083,0,4.748
1306,Seychelles,2019,16.4,61.70497,22.18413442,0,4.284
1307,Seychelles,2020,15.8,61.70497,26.37676446,0,4.569
1308,Seychelles,2021,16.8,61.70497,25.84512336,0,4.569
1309,Seychelles,2022,13.1,61.70497,19.59030432,0,4.569
1310,Seychelles,2023,13.1,61.70497,21.33845467,0,3.233
1311,Sierra Leone,2015,34.558,46.8995,6.498274107,0,0
1312,Sierra Leone,2016,34.011,47.21918,7.564053509,56.12183,0
1313,Sierra Leone,2017,33.568,47.08868,6.689820928,56.12183,0
1314,Sierra Leone,2018,33.099,47.24268,6.513142167,53.38422,5.325
1315,Sierra Leone,2019,32.549,47.45831,7.02931052,53.38422,5.325
1316,Sierra Leone,2020,31.914,47.45831,7.756376033,50.64661,5.325
1317,Sierra Leone,2021,31.36,47.45831,8.073652314,50.64661,5.325
1318,Sierra Leone,2022,30.788,47.45831,6.685699913,50.64661,5.325
1319,Sierra Leone,2023,30.788,47.45831,5.503790109,50.64661,5.325
1320,Singapore,2015,9.7,84.89222,10.19090832,0,4.08
1321,Singapore,2016,9.4,85.44138,10.25761381,0,4.08
1322,Singapore,2017,8.9,85.57215,10.19034523,0,4.63
1323,Singapore,2018,8.8,85.84348,9.970696465,0,4.63
1324,Singapore,2019,8.8,86.1981,10.24898406,0,4.63
1325,Singapore,2020,8.5,86.1981,12.23476464,0,5.98
1326,Singapore,2021,8.6,86.1981,10.60417011,0,4.57
1327,Singapore,2022,7.9,86.1981,9.446424372,0,4.448
1328,Singapore,2023,7.9,86.1981,10.22672944,0,3.719
1329,Slovak Republic,2015,10.3,74.84151,18.49161594,0,10.961
1330,Slovak Republic,2016,10.6,75.03118,18.79781587,0,9.207
1331,Slovak Republic,2017,10.7,75.15124,18.83244153,0,7.572
1332,Slovak Republic,2018,10.6,75.445,18.5660493,0,5.808
1333,Slovak Republic,2019,10.5,75.58542,19.55946073,0,4.823
1334,Slovak Republic,2020,10.4,75.58542,20.75604537,0,6.323
1335,Slovak Republic,2021,10.4,75.58542,20.78261819,0,6.437
1336,Slovak Republic,2022,9.7,75.58542,20.49312441,0,5.613
1337,Slovak Republic,2023,9.7,75.58542,20.09876806,0,5.525
